oem,hr,fk,offset
154 380 C,HR 8390,30211,4336791
154 382 A,HR 46165,62723,4336829
154 382 B,HR 46172,62467,4336869
154 382 F,HR 46127,63491,4336909
154 382 G,HR 8423,50691,4336949
154 384 A,HR 46165,63235,4336988
154 388 F,HR 7664,53507,4337028
154 388 G,HR 46122,64003,4337067
154 7900-3243,HR 3650,15108,4337107
154 7950-3243,HR 3650,16388,4337149
154 8900-3243,HR 3603,14852,4337191
154 A 01 C,HR 8422,39171,4308769
154 A 02 A,HR 7467,40963,4308808
154 A 06 B,HR 7485,42243,4308847
154 A 06 C,HR 8524,41219,4308886
154 A 06 E,HR 7749,43779,4308925
154 A 50 B,HR 7755,41987,4308964
154 A 53 D,HR 8251,41219,4311077
154-156 A,HR 7665,54019,4337233
154016A,HR 6191,11523,4337524
154016B,HR 6191,11779,4337560
154017A,HR 6654,12803,4337596
154019A,HR 6191,12291,4337632
154019C,HR 6191,12803,4338725
154023A,HR 6191,11011,4338761
154025A,HR 7472,12291,4338797
154026A,HR 6191,11779,4338833
154027A,HR 7602,11523,4338869
154030A,HR 6191,10499,4338905
154033A,HR 6379,13315,4338941
154034A,HR 6191,11523,4338977
154040,HR 6379,61698,4339013
154040A,HR 6379,12803,4339048
154040B,HR 6380,11011,4339084
154041A,HR 6191,11011,4339120
154046A,HR 6379,14339,4339156
154048A,HR 6379,14851,4339192
154050A,HR 7677,13571,4339228
154051A,HR 6379,13315,4339264
154056A,HR 46070,44547,4339300
154063A,HR 6523,11779,4339338
154063B,HR 6523,12035,4339374
154064C,HR 8422,12547,4339410
154064D,HR 8422,12803,4339446
154064F,HR 7671,14595,4339482
154064G,HR 8496,16387,4339518
154064J,HR 7902,14851,4339554
154064M,HR 8137,15875,4339590
154064P,HR 7897,19715,4339626
154064U,HR 7791,19203,4339662
154065A,HR 7487,14851,4341811
154067B,HR 2287 T11,22788,4341847
154067C,HR 42002,43267,4341888
154067D,HR 42002,43523,4341926
154068A,HR 7668,15875,4341964
154072A,HR 6693,13827,4342000
154072B,HR 6693,14083,4342036
154074A,HR 7487,14851,4342072
154074B,HR 7499,15875,4342108
154074C,HR 7487,15363,4342144
154074E,HR 7499,16643,4342180
154074F,HR 7499,16899,4342216
154074K,HR 7467,16899,4342252
154074N,HR 7486,17923,4342288
154074Q,HR 7486,18691,4342324
154074R,HR 7467,18691,4342360
154074S,HR 7467,18947,4342396
154074T,HR 7893,19971,4342432
154074V,HR 7467,19715,4342468
154074W,HR 7467,19971,4342504
154082R,HR 7467,18435,4342540
154090A,HR 42071,43267,4342576
154090E,HR 2287 T26,24068,4342614
154091A,HR 42109,44035,4342655
154094B,HR 7666,15363,4342693
154103D,HR 8759,14595,4342729
154103F,HR 8759,15107,4345893
154106B,HR 7691,13315,4345929
154106C,HR 7896,15363,4345965
154106D,HR 8755,14339,4346001
154106E,HR 8479,15363,4346037
154106F,HR 7903,13315,4346073
154108B,HR 7242,11779,4346109
154117A,HR 7472,12803,4346145
154122D,HR 7498,14595,4346181
154122E,HR 7498,14851,4346217
154122F,HR 7602,11779,4346253
154122G,HR 7602,12035,4346289
154122J,HR 7734,14339,4346325
154122K,HR 7895,16643,4346361
154122L,HR 8472,14851,4346397
154122P,HR 7904,15619,4346433
154122Q,HR 7904,15875,4346469
154122S,HR 7899,39427,4346505
154123A,HR 7472,12035,4346542
154124B,HR 7472,12547,4346578
154125A,HR 7472,12547,4346614
154125B,HR 7472,12803,4346650
154125C,HR 7668,14851,4346686
154125D,HR 7991,14851,4346722
154126A,HR 7602,11523,4346758
154132A,HR 7472,12035,4346794
154132B,HR 7472,12291,4346830
154132H,HR 7472,13827,4347955
154133A,HR 42019,43267,4347991
154135A,HR 6336,12291,4348029
154138F,HR 7738,16131,4348065
154138K,HR 7462,15875,4348101
154138L,HR 7462,16131,4348137
154138N,HR 7607,16899,4348173
154138P,HR 7474,17923,4348209
154138Q,HR 7810,16643,4348245
154138T,HR 7474,18947,4348281
154138U,HR 8205,17411,4348317
154138W,HR 7731,18691,4348353
154144A,HR 7990,14083,4348389
154146A,HR 8500,11523,4348425
154146B,HR 7467,14595,4348461
154149A,HR 8399,16387,4348497
154152A,HR 7472,12547,4348533
154156A,HR 7665,34307,4348569
154158A,HR 42019,45059,4348606
154158E,HR 42019,46083,4348644
154158G,HR 42019,46595,4348682
154160D,HR 8300,10755,4348720
154162A,HR 7721,12035,4348756
154162B,HR 7751,13059,4348792
154162C,HR 8745,14339,4348828
154162D,HR 7751,13571,4348864
154162F,HR 7993,16131,4348900
154164A,HR 7620,12035,4351013
154164C,HR 7452,13315,4351049
154164E,HR 7608,14595,4351085
154164F,HR 7418,14595,4351121
154165A,HR 7483,14083,4351157
154165C,HR 7483,14595,4351193
154165D,HR 7984,16387,4351229
154165O,HR 7444,16899,4351265
154166A,HR 7665,34563,4351301
154166B,HR 7673,34563,4351338
154167D,HR 42002,43779,4351375
154168C,HR 7997,17923,4351413
154168D,HR 7755,16131,4351449
154168G,HR 7908,16899,4351485
154169C,HR 7486,16387,4351521
154173D,HR 42094,45827,4351557
154174D,HR 7182,13827,4351595
154174E,HR 7192,14339,4351631
154177A,HR 8135,13571,4351667
154177B,HR 7485,15619,4351703
154177C,HR 8524,14595,4351739
154177E,HR 7749,17155,4351775
154177F,HR 8495,17155,4351811
154177G,HR 7484,16643,4351847
154177J,HR 7484,17411,4351883
154177M,HR 7945,18691,4351919
154177N,HR 7437,17923,4351955
154177Q,HR 7850,18435,4353080
154177S,HR 7666,20227,4353116
154177T,HR 7473,19459,4353152
154177W,HR 8113,18179,4353188
154177X,HR 8454,20483,4353224
154179B,HR 7990,16387,4353260
154179C,HR 8399,17667,4353296
154179M,HR 8251,16899,4353332
154179P,HR 7833,18947,4353368
154179Z,HR 7645,21763,4353404
154182H,HR 7462,14851,4353440
154182J,HR 7486,16899,4353476
154182L,HR 7486,17411,4353512
154182R,HR 7894,19715,4353548
154182S,HR 7894,19971,4353584
154183E,HR 7498,16643,4353620
154183F,HR 7602,13571,4353656
154183L,HR 8472,16643,4353692
154183W,HR 8613,18691,4353728
154185A,HR 46144,45827,4353764
154189C,HR 7457,16387,4353802
154189E,HR 7457,16899,4353838
154189G,HR 8349,17667,4353874
154189H,HR 8096,17667,4353910
154189K,HR 7457,18435,4353946
154189N,HR 8422,17411,4353982
1541902 A,HR 8676,35843,4354018
1541902 B,HR 8676,36099,4356133
1541902A,HR 8676,27651,4356171
1541902B,HR 8676,27907,4356208
1541938 B,HR 6421,34819,4356245
1541938B,HR 6421,26627,4356283
154194B,HR 7666,15619,4356320
154194D,HR 7906,15363,4356356
154194Y,HR 7652,20227,4356392
154195A,HR 7673,34819,4356428
154195E,HR 46141,46339,4356465
154195M,HR 7673,37891,4356503
154195Q,HR 46141,49411,4356540
154197A,HR 7673,35331,4356578
154197B,HR 7673,35587,4356615
154198A,HR 7537,15619,4356652
154198B,HR 7554,15619,4356688
154199D,HR 7484,16899,4356724
1542-02 A,HR I04L10010,37124,4356760
1542-31 B,HR I04L10005,38916,4356803
154201L,HR 8759,16387,4356846
154202A,HR I04L10010,17412,4356882
154207A,HR 7910,12035,4356923
154207B,HR 7606,12803,4356959
154207D,HR 7997,16643,4356995
154207E,HR 7908,14851,4357031
154207F,HR 7908,15107,4357067
154207N,HR 7606,15875,4360241
154207R,HR 8143,16131,4360277
154207S,HR 8142,16131,4360313
154207V,HR 7908,19203,4360349
154210A,HR 46144,43011,4360385
154211A,HR 8071,10499,4360423
154212A,HR 46147,44291,4360459
154217A,HR 46210,23555,4360497
154218A,HR 46147,45827,4360534
154218B,HR 46147,46083,4360572
154218C,HR 46127,45827,4360610
154224A,HR 46147,45059,4360648
154225A,HR 46210,23299,4360686
154229F,HR 7969,17923,4360723
154229G,HR 7985,17667,4360759
154229H,HR 7994,17923,4360795
154231B,HR I04L10005,19204,4360831
154238A,HR 8759,16131,4360872
154238B,HR 80020,23811,4360908
154238E,HR 8759,17155,4360945
154243A,HR 46165,45315,4360981
154245A,HR 46162,45059,4361019
154277A,HR 7703,13827,4361057
154277B,HR 7432,13827,4361093
154277C,HR 7806,15363,4361129
154277F,HR 8277,16899,4361165
154277R,HR 7473,19203,4362290
154277T,HR 7484,20227,4362326
154277V,HR 8536,20483,4362362
154279C,HR 7960,16131,4362398
154279F,HR 80085,28931,4362434
154279S,HR 80085,32259,4362471
154299F,HR 7969,19715,4362508
154306A,HR 7537,13315,4362544
154308A,HR 7896,15875,4362580
154309A,HR 7932,13827,4362616
154311B,HR 7664,32515,4362652
154374A,HR 7985,16387,4362689
154374B,HR 7995,16899,4362725
154375A,HR 8277,15363,4362761
154375B,HR 8524,14339,4362797
154375C,HR 8390,14851,4362833
154375D,HR 8277,16131,4362869
154375F,HR 7906,16131,4362905
154375H,HR 8163,15619,4362941
154375J,HR 8171,15875,4362977
154378A,HR 7443,14595,4363013
154380A,HR 8455,13827,4363049
154380C,HR 8390,13827,4363085
154382A,HR 46165,46339,4363121
154382B,HR 46172,46083,4363159
154382F,HR 46127,47107,4363197
154382G,HR 8423,34307,4363235
154384A,HR 46165,46851,4365349
154388F,HR 7664,37123,4365387
154388G,HR 46122,47619,4365424
1544445 A,HR 8680,35843,4365462
1544445A,HR 8680,27651,4365500
154445 A,HR 8680,22531,4365537
154445A,HR 8680,14339,4365574
15470320,HR 6337,21251,4365610
1547243 A,HR 6707,35075,4365647
1547243 B,HR 6707,35331,4365685
1547243A,HR 6707,26883,4365723
1547243B,HR 6707,27139,4365760
1547900-3243,HR 3650,6916,4365797
15479003243,HR 3650,60931,4365838
1547950-3243,HR 3650,8196,4365878
15479503243,HR 3650,62211,4365919
1548000-3243,HRT 227 BP,58884,4365959
15480003243,HRT 227 BP,47364,4366003
1548900-3243,HR 3603,6660,4366046
15489003243,HR 3603,60675,4366087
154A01C,HR 8422,14595,4337272
154A02A,HR 7467,16387,4337308
154A06B,HR 7485,17667,4337344
154A06C,HR 8524,16643,4337380
154A06E,HR 7749,19203,4337416
154A50B,HR 7755,17411,4337452
154A53D,HR 8251,16643,4337488
1550000033,HR 42105,9220,4366127
15590590,HR 8676,26371,4366168
156 375 H,HR 7921,32771,4366255
156 ETF 39 L 397AZT,HR 46196,34310,4366205
156375H,HR 7921,16387,4368421
1567799,HR 2130,11267,4368457
156799,HR 2130,62722,4368493
15683440,HR 80295,37123,4368528
1568655,HR 2130,9219,4368566
156ETF39L397AZT,HR 46196,1542,4366293
157 0026 B,HR 42031,6148,4368602
157 0026 C,HR 42031,6404,4368643
157 0026 V,HR 42031,11268,4368684
157 0042 A,HR 42032,5636,4368725
157 0042 B,HR 42032,5892,4368766
157 0042 C,HR 42032,6148,4368807
157 0139,HR 46227,50691,4368848
157 026 C,HR 42031,59651,4368887
157 042 A,HR 42032,58883,4368927
157 042 B,HR 42032,59139,4368967
157 042 C,HR 42032,59395,4369007
157 126 V,HR 42031,64771,4369047
157 53862,HR 6213,31491,4369087
1570026B,HR 42031,55299,4369125
1570026C,HR 42031,55555,4369164
1570026V,HR 42031,60419,4369203
1570042A,HR 42032,54787,4369242
1570042B,HR 42032,55043,4369281
1570042C,HR 42032,55299,4369320
1570139,HR 46227,42499,4369359
157026C,HR 42031,43267,4370489
157042A,HR 42032,42499,4370527
157042B,HR 42032,42755,4370565
157042C,HR 42032,43011,4370603
1570714,HR 2080/00,44035,4370641
157126V,HR 42031,48387,4370680
1577484,HR 8095,13315,4370718
1577891002,HR 46149,18180,4370754
1578219,HR 46149,45059,4370795
1578219001,HR 46149,16644,4370833
1578391,HR 8095,12803,4370874
158330-161,HR 46225,13060,4370910
158330161,HR 46225,1540,4370951
15851-61A,HR 8934,39683,4370991
1585161 A,HR 8934,36355,4371029
1585161A,HR 8934,28163,4371067
1585163 A,HR 80295,49155,4371104
1585163 B,HR 80295,49411,4371143
1585163 C,HR 80295,49667,4371182
1585163 D,HR 80295,49923,4371221
15851630,HR 80295,36611,4371412
1585163A,HR 80295,40963,4371260
1585163B,HR 80295,41219,4371298
1585163C,HR 80295,41475,4371336
1585163D,HR 80295,41731,4371374
15851690,HR 80295,38147,4373565
15891050,HR 80295,36611,4373603
1590-01-32 A,HR 46184,36356,4373641
1590-01-32 AS,HR 46184,57604,4373684
15900132A,HR 46184,5124,4373728
15900132AS,HR 46184,26372,4373768
15E0000021,HR 42103,12036,4295457
15E0000049,HR 7869,7428,4295498
15E0000322,HR 46246,16132,4295538
15E0000356,HR 46246,17924,4295579
15E0000370,HR 7658,5636,4295620
15E0000410,HR 46246,15620,4296754
15E0140391,HR 46189,20484,4296877
15E01J0391,HR 46189,26116,4296795
15E01M0391,HR 46189,26884,4296836
15E0240410,HR 46246,17156,4296959
15E0240419,HR 46246,19460,4297000
15E0240476,HR 46161,19204,4297041
15E0250414,HR 46246,18436,4297082
15E02J0419,HR 46246,25092,4296918
15T403005,HR 42098,9220,4297123
15T403005A,HR 42098,25860,4297163
16 0303468,HR 7346,44291,4373853
16 303468,HR 7346,32003,4373892
16 330377,HR 42045,62467,4373930
16 330557,HR 42020,60675,4373970
16 330647,HR 42047,62979,4374010
16 334187,HR 46064,64515,4374050
16 334407,HR 46046,63235,4374090
16 334487,HR 42057,64771,4374130
16 334717,HR 46032,62979,4374170
16 TA 200-2 A,HR 42070,49668,4373809
16-26873-01,HR 42003,23556,4374247
16-26873-02,HR 42004,24068,4374289
16-26946-01,HR 46001,24324,4374331
16-26946-02,HR 46001,24580,4374373
16-27975-01,HR 42043,25604,4374415
16-27975-02,HR 42043,25860,4374457
16-31339-01,HR 42070,22788,4376613
16-31669-01,HR 42070,24324,4376655
16-31699-01,HR 42070,25092,4376697
16.18,HR 2270 V2,23299,4374210
160303468,HR 7346,36099,4376779
1618,HR 2270 V2,11523,4376817
162687301,HR 42003,516,4376853
162687302,HR 42004,1028,4376893
1626946-02,HR 46001,13060,4376933
162694601,HR 46001,1284,4376974
162694602,HR 46001,1540,4377014
1627975-01,HR 42043,14084,4377054
162797501,HR 42043,2564,4377095
162797502,HR 42043,2820,4377135
163 633 1,HR 7140,23811,4377175
16303468,HR 7346,23811,4377213
163038,HR 6072,60930,4377250
163133901,HR 42070,65283,4377285
163166901,HR 42070,1284,4377325
163169901,HR 42070,2052,4377365
16330377,HR 42045,54275,4377405
16330557,HR 42020,52483,4377444
16330647,HR 42047,54787,4377483
16334187,HR 46064,56323,4377522
16334407,HR 46046,55043,4377561
16334487,HR 42057,56579,4378653
16334717,HR 46032,54787,4378692
1636331,HR 7140,7427,4378731
16399,HR 6100,48386,4378767
164581,HR 6667,64514,4378801
1670,HR 9545,36610,4378836
1671,HR 2279 T15S,1796,4378869
168 73090,HR 46229,4,4378908
168 76610,HR 46233,64515,4378948
168 76611,HR 46233,64771,4378988
168 78051,HR 46233,64771,4379028
168 78210,HR 46233,64003,4379068
168625 C,HR 7063,22787,4379108
168625C,HR 7063,14595,4379145
16873090,HR 46229,57347,4379181
16876610,HR 46233,56323,4379220
16876611,HR 46233,56579,4379259
16878051,HR 46233,56579,4379298
16878210,HR 46233,55811,4379337
16909,HRT 240 BS,37379,4379376
16TA2002A,HR 42070,13572,4376739
17 PW 15-5-8,HR PSL012,59396,4379413
17 PW 15-6,HR PSL012,33796,4379456
17 PW 15-8,HR PSL012,34308,4379497
17 PW 15-8-26,HR PSL012,6917,4379538
17 PW 16-2,HR PSL013,33284,4379582
17.378,HR 1304,59906,4379623
17.381,HR 1310,57602,4381733
17.590,HR 1927,61698,4381768
17.797,HR 1807,63234,4381803
17.837,HR 7023,60930,4381838
17.838,HR 6134,61698,4381873
17.843,HR 6004,59650,4381908
17.844,HR 7050,60418,4381943
17.845,HR 6025,60930,4381978
17.846,HR 7002,60162,4382013
17.848,HR 7678,3,4382048
17.849,HR 6016,61954,4382083
17.851,HR 6027,60674,4382118
17.852,HR 7075,61954,4382153
17.857,HR 7050,61442,4382188
17.859,HR 7501,62210,4382223
17.862,HR 9403,61442,4382258
1701.6232,HR 9495,35075,4382447
17016232,HR 9495,23299,4382485
170467,HR 6355,17155,4382522
1706 005 6,HRT 202,43779,4382558
1706 011 8,HRT 202,43523,4382597
1706 026 1,HRT 507,45315,4382636
1706 035 0,HRT 202,43011,4382675
17060056,HRT 202,27395,4384830
17060118,HRT 202,27139,4384867
17060261,HRT 507,28931,4384904
17060350,HRT 202,26627,4384941
17060430,HRT 202,26371,4384978
1708,HR 9548,37890,4385015
171220,HR 8286,61186,4385048
1730,HR 1730,32770,4385083
17378,HR 1304,48130,4385116
17381,HR 1310,45826,4385150
1742-07 B,HR I04L10010,39172,4385184
1742-31 C,HR I04L10004,39428,4385227
1742-34 B,HR I04L10004,39940,4385270
1742-45 A,HR I04L10005,40452,4385313
1742-57 A,HR I04L10002,40452,4385356
1742-57 B,HR I04L10003,40964,4385399
174207B,HR I04L10010,19460,4385442
174231C,HR I04L10004,19716,4385483
174234B,HR I04L10004,20228,4385524
174245A,HR I04L10005,20740,4385565
174257A,HR I04L10002,20740,4385606
174257B,HR I04L10003,21252,4385647
1744-34 A,HR I04L10006,40708,4385688
174434A,HR I04L10006,20996,4385731
1751509,HR 7226,29699,4387877
17590,HR 1927,49922,4387914
175966,HR 46049,32771,4387948
175996,HR 46049,33539,4387985
176 005 7,HRT 202,31747,4388022
176 011 5,HRT 202,30467,4388060
176 026 3,HRT 507,33539,4388098
176 035 4,HRT 505,33283,4388136
176 043 8,HRT 202,32515,4388174
176 110,HR 5642,2819,4388212
176 401 2,HR 7346,25347,4388248
176 704,HR 5165,5123,4388286
176 709,HR 5166,6659,4388322
176 710,HR 5542,4099,4388358
1760057,HRT 202,15363,4388394
1760115,HRT 202,14083,4388430
1760263,HRT 507,17155,4388466
1760354,HRT 505,16899,4388502
1760438,HRT 202,16131,4388538
176110,HR 5642,60162,4388574
1764,HR 1269 T16,26883,4388609
1764012,HR 7346,8963,4388646
176407,HR 46050,28419,4388682
1766-31 A,HR I06L10001,40196,4388719
1766-36 A,HR I06L10004,42244,4388762
176631A,HR I06L10001,20484,4388805
176704,HR 5165,62466,4389940
176709,HR 5166,64002,4389975
176710,HR 5542,61442,4390010
17797,HR 1807,51458,4390045
178 72100,HR 46170,62211,4390079
178 74250,HR 46170,64259,4390119
178 74251,HR 46170,64515,4390159
178 74252,HR 46170,64771,4390199
178 75451,HR 46233,65283,4390239
178 78450,HR 46197,2564,4390279
178 78451,HR 46197,2820,4390319
17837,HR 7023,49154,4390359
17838,HR 6134,49922,4390393
17843,HR 6004,47874,4390427
17844,HR 7050,48642,4390461
17845,HR 6025,49154,4390495
17846,HR 7002,48386,4390529
17848,HR 7678,53762,4390563
17849,HR 6016,50178,4390597
17851,HR 6027,48898,4390631
17852,HR 7075,50178,4390665
17857,HR 7050,49666,4390699
17859,HR 7501,50434,4390733
17862,HR 9403,49666,4390767
17872100,HR 46170,54019,4390801
17874250,HR 46170,56067,4390840
17874251,HR 46170,56323,4390879
17874252,HR 46170,56579,4392997
17875451,HR 46233,57091,4393036
17878450,HR 46197,59907,4393075
17878451,HR 46197,60163,4393114
1793 94302,HR 7709,46851,4393153
179394302,HR 7709,38659,4393192
17PW156,HR PSL012,5892,4382293
17PW158,HR PSL012,6404,4382331
17PW15826,HR PSL012,33028,4382369
17PW162,HR PSL013,5380,4382409
180 2786,HR 7146,19459,4393230
180 3374,HR 7472,18435,4393267
180 3384,HR 7472,18691,4393304
180 3471,HR 7257,18179,4393341
180 3888,HR 7146,20483,4393378
180 47511,HR 1130,27139,4393415
180 47512,HR 1130,27395,4393453
180 51511,HR 1130,25859,4393491
180 51512,HR 1130,26115,4393529
180 5355,HR 6119,17923,4393567
180 5356,HR 6119,18179,4393604
180 5358,HR 6119,18691,4393641
180 56349,HR 6174,32771,4393678
180 56449,HR 6119,32771,4393716
180 56611,HR 1130,27395,4393754
180 56612,HR 1130,27651,4393792
180 5973,HR 7829,21763,4393830
180 66569,HR 6119,33795,4393867
180 66622,HR 1130,28163,4393905
180 679 A,HR 7665,52995,4393943
180 717 A,HR 7751,7168,4395035
180.0478,HR 7462,22275,4395073
180.1958,HR 7731,23043,4395110
180.2022,HR 7462,18947,4395147
180.2736,HR 7453,22019,4395184
180.2786,HR 7146,23043,4395221
180.3235,HR 7026,19715,4395258
180.3471,HR 7257,21763,4395295
180.3888,HR 7146,24067,4395332
180.4780,HR 6373,22275,4395369
180.5636,HR 6119,22019,4395406
180.5973,HR 7829,25347,4395443
1800034852,HR 7361,47619,4395480
1800034875,HR 7514,48899,4395519
1800478,HR 7462,10499,4395558
1801958,HR 7731,11267,4395594
1802022,HR 7462,7171,4395630
1802736,HR 7453,10243,4395666
1802786,HR 7146,11267,4395702
1803235,HR 7026,7939,4395738
1803374,HR 7472,10243,4395774
1803384,HR 7472,10499,4395810
1803471,HR 7257,9987,4395846
1803888,HR 7146,12291,4395882
18041617,HR 6292,22787,4395918
18046017,HR 7296,23811,4395955
18047511,HR 1130,18947,4395992
1804780,HR 6373,10499,4398143
18051511,HR 1130,17667,4398179
18051512,HR 1130,17923,4398216
1805355,HR 6119,9731,4398253
1805356,HR 6119,9987,4398289
1805358,HR 6119,10499,4398325
18056349,HR 6174,24579,4398361
1805636,HR 6119,10243,4398398
18056449,HR 6119,24579,4398434
