oem,hr,fk,offset
1011.2230,HR 2282 T3,5892,1145075
1013216,HR 6362,6403,1145116
101565.60,HR 7550,33027,1145152
10156560,HR 7550,21251,1145190
101590.50,HR 6462,32515,1145227
10159050,HR 6462,20739,1145305
101590F0.P2,HR 6462,4612,1145265
101656.50,HR 7550,33027,1145342
101656.60,HR 6680,34051,1145380
10165650,HR 7550,21251,1145418
10165660,HR 6680,22275,1145455
1017 037 0,HR 2267,36355,1145492
101763.70,HR 6575,34819,1145531
10176370,HR 6575,23043,1145569
102057.40,HR 7944,33539,1145606
10205740,HR 7944,21763,1145644
102078.90,HR 6464,34563,1145681
10207890,HR 6464,22787,1145759
102078J0.P1,HR 6464,6404,1145719
1021.2250,HR 2280 TS,14340,1145796
102291.70,HR 6576,34307,1147941
10229170,HR 6576,22531,1147979
102386.90,HR 6615,34563,1148016
10238690,HR 6615,22787,1148054
102466.60,HR 7229,34051,1148091
10246660,HR 7229,22275,1148129
102483.70,HR 7653,34307,1148166
10248370,HR 7653,22531,1148204
102706.40,HR 7360,31747,1148279
102706.E0,HR 7360,36099,1148241
10270640,HR 7360,19971,1148354
102706E0,HR 7360,24323,1148317
102756.40,HR 7360,33027,1148391
10275640,HR 7360,21251,1148429
102910.90,HR 7511,31747,1148466
10291090,HR 7511,19971,1148504
102978.30,HR 9483,36355,1148541
10297830,HR 9483,24579,1148579
103 250 50,HR 1677,36611,1148616
103015.10,HR 7591,30979,1148655
10301510,HR 7591,19203,1148693
103039.40,HR 6599,35075,1148730
10303940,HR 6599,23299,1148768
1031.3220,HR 2274 T36S,41732,1148805
1031.3230,HR 2274 T36S,41988,1148848
1031.3290,HR 2274 T27S,43524,1148891
1031.3800,HR 2274 T37S,43012,1149989
103180.20,HR 8204,29955,1150032
10318020,HR 8204,18179,1150070
103194.10,HR 7360,31491,1150145
103194.11,HR 7360,31747,1150183
103194.80,HR 7360,33283,1150221
103194.B0,HR 7360,35843,1150107
10319410,HR 7360,19715,1150259
10319411,HR 7360,19971,1150296
103348.70,HR 7588,36355,1150333
10334870,HR 7588,24579,1150371
103378.20,HR 7290,33283,1150408
10337820,HR 7290,21507,1150446
103381.30,HR 7291,32259,1150483
103381.40,HR 8396,34307,1150521
10338130,HR 7291,20483,1150559
10338140,HR 8396,22531,1150596
1034.5090,HR 7511,31747,1150633
103401.60,HR 6623,30723,1150671
103401.80,HR 6630,30723,1150709
10340160,HR 6623,18947,1150747
10340180,HR 6630,18947,1150784
103402.10,HR 7229,30467,1150821
10340210,HR 7229,18691,1150859
103416.50,HR 6615,32259,1150896
10341650,HR 6615,20483,1150934
10342010,HR 7229,18691,1153086
103450.90,HR 7511,31747,1153123
10345090,HR 7511,19971,1153161
103451.10,HR 7513,30467,1153198
103451.30,HR 7291,31747,1153236
103451.60,HR 7293,33027,1153274
10345110,HR 7513,18691,1153312
10345130,HR 7291,19971,1153349
10345160,HR 7293,21251,1153386
103460.20,HR 7919,33283,1153423
10346020,HR 7919,21507,1153461
103473.70,HR 7574,34819,1153498
10347370,HR 7574,23043,1153536
103481.60,HR 7293,33795,1153573
10348160,HR 7293,22019,1153611
103490.90,HR 7925,35075,1153648
10349090,HR 7925,23299,1153686
10349090.P1,HR 7925,2564,1153723
103524.09,HR 7513,32771,1153763
103524.90,HR 7513,32771,1153801
10352409,HR 7513,20995,1153839
10352490,HR 7513,20995,1153876
103544.90,HR 7882,35587,1153913
10354490,HR 7882,23811,1153951
103553.40,HR 8280,32515,1153988
103553.50,HR 7344,32771,1156133
103553.60,HR 7284,33795,1156171
10355340,HR 8280,20739,1156209
10355350,HR 7344,20995,1156246
10355360,HR 7284,22019,1156283
103583.40,HR 8120,31491,1156320
10358340,HR 8120,19715,1156358
103590.70,HR 6463,33795,1156395
103590.80,HR 6114,32259,1156433
10359070,HR 6463,22019,1156471
10359080,HR 6114,20483,1156508
103601.10,HR 7919,32259,1156545
103601.20,HR 8221,29187,1156583
10360110,HR 7919,20483,1156621
10360120,HR 8221,17411,1156658
103644.60,HR 7774,35075,1156695
103644.70,HR 7813,33795,1156733
10364460,HR 7774,23299,1156771
10364470,HR 7813,22019,1156808
103650.50,HR 9868,35587,1156845
10365050,HR 9868,23811,1156883
103696.90,HR 8009,35587,1156958
103696.J0,HR 8009,39939,1156920
10369690,HR 8009,23811,1157033
103696J0,HR 8009,28163,1156996
103701.80,HR 7394,33539,1157070
103707.50,HR 7934,34307,1158198
10370750,HR 7934,22531,1158236
103721.50,HR 6663,32771,1158273
10372150,HR 6663,20995,1158351
103721F0.P1,HR 6663,4612,1158311
103741.30,HR 7520,30979,1158388
10374130,HR 7520,19203,1158426
103744.00,HR 7172,31747,1158463
10374400,HR 7172,19971,1158501
103794.40,HR 7293,35075,1158538
10379440,HR 7293,23299,1158576
103836.70,HR 7511,33283,1158613
10383670,HR 7511,21507,1158651
103853.30,HR 7565,34307,1158688
10385330,HR 7565,22531,1158726
103870.40,HR 7595,35075,1158763
10387040,HR 7595,23299,1158801
104038.30,HR 8232,31235,1158838
10403830,HR 8232,19459,1158876
104050.50,HR 7916,32259,1158913
104050.60,HR 7644,32003,1158951
10405050,HR 7916,20483,1158989
10405060,HR 7644,20227,1159026
104061.60,HR 7360,31235,1159063
10406160,HR 7360,19459,1159101
104106.50,HR 7340,30467,1162277
104106.F0,HR 7340,34819,1159138
10410650,HR 7340,18691,1162355
104106F0.P1,HR 7340,2308,1162315
1042.0002,HR 7592,30723,1162392
104359.50,HR 8003,32259,1162430
10435950,HR 8003,20483,1162468
104370.20,HR 8575,33283,1162505
10437020,HR 8575,21507,1162543
104402.80,HR 7385,33283,1162580
10440280,HR 7385,21507,1162655
104402I0,HR 7385,25859,1162618
104417.80,HR 8047,33795,1162692
10441780,HR 8047,22019,1162730
104461.80,HR 8022,31747,1162767
104461.90,HR 8022,32003,1162805
10446180,HR 8022,19971,1162843
10446190,HR 8022,20227,1162880
104501.90,HR 8002,30211,1162917
10450190,HR 8002,18435,1162955
104513.10,HR 7128,30979,1162992
104513.11,HR 7128,31235,1163030
10451310,HR 7128,19203,1163068
10451311,HR 7128,19459,1163105
104525.20,HR 7360,31491,1163142
104525.30,HR 7360,31747,1163180
104525.40,HR 8228,33027,1163218
10452530,HR 7360,19971,1165370
10452540,HR 8228,21251,1165407
104527.20,HR 6260,31491,1165444
104527.50,HR 6354,33283,1165482
10452720,HR 6260,19715,1165520
10452750,HR 6354,21507,1165557
104529.20,HR 6354,33027,1165594
10452920,HR 6354,21251,1165632
104586.40,HR 8055,34307,1165707
104586.50,HR 8035,34051,1165745
104586.F0,HR 8035,38403,1165669
10458640,HR 8055,22531,1165783
10458640.P1,HR 8055,1796,1165820
10458650,HR 8035,22275,1165860
104627.70,HR 8048,34563,1165897
104627.80,HR 7535,34819,1165935
104627.90,HR 7535,35075,1165973
10462770,HR 8048,22787,1166049
10462780,HR 7535,23043,1166086
10462790,HR 7535,23299,1166123
104627:80,HR 7535,37891,1166011
104703.20,HR 7928,33539,1166160
10470320,HR 7928,21763,1166198
10470320 P2,HR 7928,63235,1166235
10470320.P2,HR 7928,1284,1166275
104710.40,HR 7128,31491,1167397
10471040,HR 7128,19715,1167435
104745.20,HR 7126,32515,1167472
10474520,HR 7126,20739,1167510
104759.20,HR 7307,34051,1167547
10475920,HR 7307,22275,1167585
104871.80,HR 7140,33027,1167622
10487180,HR 7140,21251,1167660
104872.10,HR 7316,32771,1167697
10487210,HR 7316,20995,1167735
105009.80,HR 8317,33283,1167772
10500980,HR 8317,21507,1167810
10500980.P1,HR 8317,772,1167847
105011.60,HR 8556,32259,1167887
10501160,HR 8556,20483,1167925
105096.70,HR 9436,35331,1167962
10509670,HR 9436,23555,1168000
105108.70,HR 6666,34307,1168037
10510870,HR 6666,22531,1168075
1051099,HR 7218,9475,1168112
105120.90,HR 7543,32003,1168148
10512090,HR 7543,20227,1168186
105121.70,HR 8033,30467,1168223
10512170,HR 8033,18691,1168261
105143.90,HR 8326,33283,1168298
10514390,HR 8326,21507,1168336
10516050,HR 8201,18179,1170488
10516050-P4,HR 8201,63491,1170525
105163.20,HR 7338,32515,1170565
10516320,HR 7338,20739,1170603
105177.20,HR 6672,33795,1170640
105177.40,HR 6684,35075,1170678
105177.50,HR 6676,35587,1170716
10517720,HR 6672,22019,1170754
10517740,HR 6684,23299,1170791
10517750,HR 6676,23811,1170828
105213.10,HR 6648,32003,1170865
10521310,HR 6648,20227,1170903
105249.12,HR 7218,33283,1170940
10524912,HR 7218,21507,1170978
105290.50,HR 7950,33539,1171015
10529050,HR 7950,21763,1171053
105295.80,HR 8036,34563,1171090
10529580,HR 8036,22787,1171128
10531460,HR 8317,20739,1171165
105319.80,HR 8032,32771,1171202
10531980,HR 8032,20995,1171240
105327.50,HR 8005,31747,1171277
105327.80,HR 7344,33795,1171315
105327.90,HR 7340,33027,1171353
10532750,HR 8005,19971,1171391
10532780,HR 7344,22019,1171428
10532790,HR 7340,21251,1173541
105328.20,HR 8024,31491,1173578
105328.30,HR 7385,34051,1173616
105328.70,HR 8003,32003,1173654
105328.80,HR 8022,32515,1173692
105328.90,HR 7941,35075,1173730
10532820,HR 8024,19715,1173768
10532830,HR 7385,22275,1173805
10532870,HR 8003,20227,1173842
10532880,HR 8022,20739,1173879
10532890,HR 7941,23299,1173916
105329.10,HR 7914,33283,1173953
105329.20,HR 8064,32771,1173991
10532910,HR 7914,21507,1174029
10532920,HR 8064,20995,1174066
105330.70,HR 7925,33283,1174103
10533070,HR 7925,21507,1174141
1053491-2,HR 7218,33283,1174178
105373.20,HR 6685,34307,1174216
10537320,HR 6685,22531,1174254
105385.60,HR 9566,36355,1174291
10538560,HR 9566,24579,1174329
105394.30,HR 7950,34307,1174366
10539430,HR 7950,22531,1174404
105403.70,HR 8069,33539,1174441
10540370,HR 8069,21763,1174479
105411.80,HR 8550,32259,1175607
10541130,HR 8228,19715,1175645
10541180,HR 8550,20483,1175682
105429.71,HR 8007,33795,1175719
10542971,HR 8007,22019,1175757
105440.40,HR 9486,34051,1175794
10544040,HR 9486,22275,1175832
105443.50,HR 9490,33795,1175869
10544350,HR 9490,22019,1175907
105470.90,HR 7917,35331,1175944
10547090,HR 7917,23555,1175982
105511.70,HR 6674,33539,1176019
10551170,HR 6674,21763,1176057
105524.50,HR 8025,32003,1176094
10552450,HR 8025,20227,1176132
10552450.P3,HR 8025,4,1176169
10552450P2,HR 8025,53507,1176209
105550.10,HR 8604,31491,1176248
10555010,HR 8604,19715,1176286
105601.70,HR 8064,32259,1176323
105601.80,HR 8058,33283,1176361
10560170,HR 8064,20483,1176399
10560180,HR 8058,21507,1176436
10560180.P1,HR 8058,772,1176473
105608.20,HR 7656,34307,1176513
10560820,HR 7656,22531,1178661
105656.70,HR 8020,32771,1178698
10565670,HR 8020,20995,1178736
105660.60,HR 8316,33283,1178773
10566060,HR 8316,21507,1178811
10566060.P2,HR 8316,1028,1178848
105677.40,HR 8345,35331,1178888
10567740,HR 8345,23555,1178926
105767.40,HR 6670,35075,1178963
10576740,HR 6670,23299,1179001
10576740.P3,HR 6670,3076,1179038
105768.40,HR 7934,36355,1179078
10576840,HR 7934,24579,1179116
105773.50,HR 8056,34563,1179153
10577350,HR 8056,22787,1179191
105880.80,HR 8317,35075,1179228
10588080,HR 8317,23299,1179266
10588080.P2,HR 8317,2820,1179303
105936.30,HR 8320,32771,1179343
105936.40,HR 8029,34563,1179381
10593630,HR 8320,20995,1179419
10593640,HR 8029,22787,1179456
106001.90,HR 8071,30979,1179493
10600190,HR 8071,19203,1179531
106015.30,HR 8025,30467,1179568
10601530,HR 8025,18691,1179606
106061.40,HR 9106,31235,1182784
10606140,HR 9106,19459,1182822
106086.40,HR 8405,33283,1182859
106086.50,HR 8316,33795,1182897
106086.70,HR 8317,34563,1182935
106086.80,HR 8117,34307,1182973
10608640,HR 8405,21507,1183011
10608640.P1,HR 8405,772,1183048
10608640.P2,HR 8405,1028,1183088
10608650,HR 8316,22019,1183128
10608650.P1,HR 8316,1284,1183165
10608650.P2,HR 8316,1540,1183205
10608670,HR 8317,22787,1183245
10608670.P1,HR 8317,2052,1183282
10608680,HR 8117,22531,1183322
106122.80,HR 8526,33027,1183359
10612280,HR 8526,21251,1183397
106152.60,HR 8441,32259,1183434
10615260,HR 8441,20483,1183472
106404.80,HR 7384,34051,1183509
10640480,HR 7384,22275,1183547
106407.50,HR 8419,34051,1183584
106407.60,HR 8469,35587,1183622
10640750,HR 8419,22275,1183660
10640760,HR 8469,23811,1183697
10641600,HR 6648,21507,1184825
106420.60,HR 8469,34307,1184862
106420.70,HR 8549,34307,1184900
10642060,HR 8469,22531,1184938
10642070,HR 8549,22531,1184975
106440.80,HR 7384,34051,1185012
10644080,HR 7384,22275,1185050
106474.10,HR 8627,34307,1185087
106474.40,HR 6670,34051,1185125
10647410,HR 8627,22531,1185163
10647440,HR 6670,22275,1185200
106490.30,HR 8598,36099,1185237
106490.40,HR 8583,34819,1185275
10649030,HR 8598,24323,1185313
10649040,HR 8583,23043,1185350
106520.40,HR 9830,32259,1185387
106520.50,HR 6612,31235,1185425
106520.50 P2,HR 6612,7172,1185463
10652040,HR 9830,20483,1185504
10652050,HR 6612,19459,1185541
10652050 P2,HR 6612,60931,1185578
10652050.P2,HR 6612,64515,1185618
106546.90,HR 8625,35843,1185658
10654690,HR 8625,24067,1185696
106552.20,HR 8336,33027,1185733
10655220,HR 8336,21251,1188901
106583.40,HR 8445,34819,1188938
10658340,HR 8445,23043,1188976
106584.70,HR 8626,36099,1189013
10658470,HR 8626,24323,1189051
10658470.P2,HR 8626,3844,1189088
106626.70,HR 7234,33795,1189128
10662670,HR 7234,22019,1189166
106646.90,HR 8444,35843,1189203
10664690,HR 8444,24067,1189241
106685.50,HR 7250,34051,1189278
10668550,HR 7250,22275,1189316
10668550.P1,HR 7250,1540,1189353
106699.00,HR 8553,35843,1189393
10669900,HR 8553,24067,1189431
10669900-P1,HR 8553,3076,1189468
106724.30,HR 8186,34307,1189508
106724.40,HR 8443,33539,1189546
10672430,HR 8186,22531,1189584
10672440,HR 8443,21763,1189621
106770.80,HR 8545,35587,1189658
10677080,HR 8545,23811,1189696
10677080-P1,HR 8545,2820,1189733
106783.60,HR 8404,34563,1189773
10678360,HR 8404,22787,1189811
10678360-P1,HR 8404,1796,1189848
106793.60,HR 8571,36099,1191965
10679360,HR 8571,24323,1192003
106804.70,HR 8521,33283,1192040
10680470,HR 8521,21507,1192078
106851.00,HR 6614,32259,1192115
10685100.P1,HR 6614,65283,1192153
106914.90,HR 8629,36611,1192193
10691490,HR 8629,24835,1192231
106959.30,HR 8026,35075,1192268
10695930,HR 8026,23299,1192306
106995-102,HR 46034,13828,1192343
107 00516,HR 3122 RSI,29700,1192384
107 9960,HR 025,4355,1192426
107 99600,HR 2267,31491,1192462
1070437140021,HR 7460,18692,1192500
107097.80,HR 8186,36611,1192542
10709780,HR 8186,24835,1192580
10709780-P1,HR 8186,3844,1192657
10709780.P1,HR 8186,4100,1192617
1072.0021,HR 2287 TS,35844,1192697
1072.0443,HR 42048,64515,1192739
1072.0533,HR 42043,63235,1192779
107501.60,HR 7950,33027,1192819
10750160,HR 7950,21251,1192857
108 0530,HR 3122 RSI,16644,1192894
108 05300,HR 530,13059,1194021
108 06130,HR 3122 RSI,29444,1194058
108 10246,HR 6040,27139,1194100
108 20071,HR 3118 TS,12548,1194138
108 30020,HR 2282 T2,3076,1194179
108 30021,HR 2282 T2,3332,1194220
108 30100,HR 7506,46595,1194261
108 30101,HR 7506,46851,1194300
108 30103,HR 7506,47363,1194339
108 30380,HR 7039,29699,1194378
108 30470,HR 7442,29187,1194416
108 30800,HR 7883,30723,1194454
108 30940,HR 8026,29443,1194492
108 30970,HR 8025,29955,1194530
108 30971,HR 8025,30211,1194568
108 30972,HR 8025,30467,1194606
108 30991,HR 8186,32771,1194644
108 31260,HR 7527,29699,1194682
108 31261,HR 7527,29955,1194720
108 31262,HR 7527,30211,1194758
108 31440,HR 7839,31235,1194796
108 31441,HR 7839,31491,1194834
108 31442,HR 7839,31747,1194872
108 31550,HR 7816,30467,1194910
108 31640,HR 8162,29187,1194948
108 31650,HR 8216,29443,1197093
108 33280,HR 3118 TS,14084,1197131
108 62820,HR 7442,30211,1197172
108 62920,HR 7549,32515,1197210
108 63030,HR 7442,28675,1197248
108 63050,HR 7442,29187,1197286
108 63100,HR 7442,28163,1197324
108 63110,HR 7442,28419,1197362
108 63260,HR 7442,29955,1197400
108 63270,HR 7442,30211,1197438
108 63310,HR 7442,28931,1197476
108 63420,HR 7442,29443,1197514
108 63430,HR 7442,29699,1197552
108 63540,HR 7442,30211,1197590
108 63550,HR 7442,30467,1197628
108 63610,HR 7442,29699,1197666
108 63720,HR 7442,30211,1197704
108 63760,HR 7442,31235,1197742
108 63830,HR 7442,30723,1197780
108 63860,HR 7442,31491,1197818
108 63890,HR 7442,32259,1197856
108 63940,HR 7442,31235,1197894
108 63990,HR 7442,32515,1197932
108 936,HR 3122 RSI,6916,1197970
1081.0246,HR 6040,30723,1198010
1082.0071,HR 42073,63491,1198048
1082.0261,HR 2287 T14,39172,1199141
1086.2920,HR 7549,36099,1199184
1090502 A 00,HR 7483,516,1199222
1090924,HR 8196,11011,1199263
109222.00,HR 7127,30979,1199299
10922200,HR 7127,19203,1199337
110067.71,HR 7293,33795,1199374
11006771,HR 7293,22019,1199412
11020926251000,HR 6681,31748,1199449
11027380,HR 42005,51203,1199492
11030939042000,HR 8610,30980,1199531
11040935091000,HR 8542,32260,1199574
1105.0017,HR 7059,31747,1199617
1105.0020,HR 7055,29187,1199655
1105.0027,HR 7055,30979,1199693
1105.0055,HR 7072,30979,1199731
1105.0057,HR 7072,31491,1199769
1105.0065,HR 6018,30979,1199807
1105.0067,HR 6018,31491,1199845
1105.0077,HR 7007,31491,1199883
1105.0095,HR 7052,31491,1199921
1105.0097,HR 7052,32003,1199959
1105.0107,HR 7053,30211,1199997
1105.0117,HR 7054,30723,1200035
1105.0120,HR 7060,28419,1200073
1105.0135,HR 7058,31747,1202226
1105.0137,HR 7005,30211,1202264
1105.0148,HR 7076,52483,1202302
1105.0157,HR 7007,31235,1202341
1105.0187,HR 7016,32003,1202379
1105.0191,HR 7009,31235,1202417
1105.0197,HR 7066,33539,1202455
1105.0200,HR 7015,28163,1202493
1105.0207,HR 7015,29955,1202531
1105.0227,HR 7070,30723,1202569
1105.0237,HR 7079,33283,1202607
1105.0245,HR 7052,30723,1202645
1105.0247,HR 7052,31235,1202683
1105.0270,HR 7019,30979,1202721
1105.0277,HR 7070,32003,1202759
1105.0280,HR 7014,29955,1202797
1105.0287,HR 7069,34307,1202835
1105.0297,HR 7061,52227,1202873
1105.0300,HR 7020,27395,1202912
1105.0307,HR 7072,30979,1202950
1105.0317,HR 7018,31235,1202988
1105.0327,HR 7067,32515,1203026
1105.0338,HR 8034,51459,1203064
1105.0340,HR 7018,30211,1203103
1105.0347,HR 7018,32003,1203141
1105.0367,HR 7074,33027,1206309
1105.0377,HR 7037,33027,1206347
1105.0380,HR 7080,30979,1206385
1105.0387,HR 7080,32771,1206423
1105.0407,HR 7078,32771,1206461
1105.0415,HR 7065,31491,1206499
1105.0427,HR 7063,31747,1206537
1105.0437,HR 7028,32259,1206575
1105.0447,HR 7027,32259,1206613
1105.0457,HR 7062,32259,1206651
1105.0465,HR 7058,33283,1206689
1105.0475,HR 7065,33027,1206727
1105.0487,HR 7063,33283,1206765
1105.0497,HR 7078,35075,1206803
1105.0507,HR 7079,33283,1206841
1105.0517,HR 7085,32771,1206879
1105.0527,HR 7068,33283,1206917
1105.0537,HR 7063,32259,1206955
1105.0547,HR 7074,33027,1206993
1105.0557,HR 7063,32771,1207031
1105.0567,HR 7071,32771,1207069
1105.0577,HR 7031,32003,1207107
1105.0587,HR 7073,33795,1207145
1105.0597,HR 7080,33539,1207183
1105.0607,HR 7130,30467,1207221
1105.0617,HR 7081,32003,1207259
1105.0628,HR 7025,51715,1208350
1105.0637,HR 7114,31747,1208389
1105.0647,HR 7113,31747,1208427
1105.0657,HR 7086,34307,1208465
1105.0667,HR 7087,34819,1208503
1105.0677,HR 7088,35331,1208541
1105.0688,HR 7089,55811,1208579
1105.0697,HR 7090,34051,1208618
1105.0705,HR 7116,31235,1208656
1105.0718,HR 7091,52483,1208694
1105.0727,HR 7092,33027,1208733
1105.0728,HR 7107,52227,1208771
1105.0737,HR 7093,33539,1208810
1105.0748,HR 7077,54275,1208848
1105.0755,HR 7115,32259,1208887
1105.0757,HR 7115,32771,1208925
1105.0765,HR 7168,34563,1208963
1105.0775,HR 7031,32003,1209001
1105.0798,HR 7210,52739,1209039
1105.0808,HR 7185,53507,1209078
1105.0817,HR 6053,32003,1209117
1105.0826,HR 7503,51971,1209155
1105.0847,HR 7201,31747,1209194
1105.0878,HR 7107,53763,1209232
1105.0887,HR 7065,34819,1209271
1105.0897,HR 7130,33283,1209309
1105.0918,HR 7237,53507,1211429
1105.0928,HR 7077,54275,1211468
1105.0938,HR 7211,51971,1211507
1105.0948,HR 8004,52483,1211546
1105.0958,HR 7107,53507,1211585
1105.0977,HR 7342,34307,1211624
1105.1027,HR 7141,30211,1211662
1105.1035,HR 7144,30723,1211700
1105.1068,HR 7220,30979,1211738
1105.1077,HR 7144,32259,1211776
1105.1085,HR 7028,32259,1211814
1105.1107,HR 7151,30211,1211852
1105.1117,HR 7026,30723,1211890
1105.1127,HR 8100,29443,1211928
1105.1148,HR 7035,31747,1211966
1105.1155,HR 7546,33027,1212004
1105.1168,HR 7035,51971,1212042
1105.1177,HR 7344,33027,1212081
1105.1187,HR 7169,34563,1212119
1105.1205,HR 6225,30211,1212157
1105.1207,HR 6225,30723,1212195
1105.1217,HR 7269,33283,1212233
1105.1227,HR 7591,33027,1212271
1105.1257,HR 7167,33539,1212309
1105.1267,HR 7026,32259,1212347
1105.1277,HR 7151,32259,1212385
1105.1287,HR 7146,33539,1213477
1105.1297,HR 8154,33795,1213515
1105.1307,HR 7164,31747,1213553
1105.1317,HR 7166,32515,1213591
1105.1327,HR 8047,32515,1213629
1105.1337,HR 7127,32259,1213667
1105.1347,HR 7229,33283,1213705
1105.1357,HR 7097,34307,1213743
1105.1367,HR 7575,34819,1213781
1105.1387,HR 7133,32771,1213819
1105.1397,HR 7039,34307,1213857
1105.2487,HR 7063,33795,1213895
1120501 A 00,HR 7452,63235,1213933
1120501 AAA,HR 7452,63747,1213974
1120501A00,HR 7452,46851,1214014
1120502 A 00,HR 7483,64515,1214053
112052 AAA,HR 7483,52739,1214094
1122.6043,HR 6211,29955,1214133
1132.0017,HR 6068,31491,1214171
1132.0027,HR 6072,30467,1214209
1132.0037,HR 6120,29187,1214247
1132.0047,HR 6121,29699,1214285
1132.0057,HR 6122,30211,1214323
1132.0077,HR 6204,30979,1214361
1132.0117,HR 6242,30211,1214399
1132.0137,HR 6121,29699,1214437
1132.0167,HR 6177,33283,1216549
1132.01670,HR 6177,45571,1216587
1132.01671,HR 6121,43011,1216626
1132.0177,HR 6121,30723,1216665
1132.0185,HR 6177,33283,1216703
1132.0187,HR 6177,33795,1216741
1132.01872,HR 6177,46595,1216779
1132.0197,HR 6277,34307,1216818
1132.0200,HR 6386,30723,1216856
1132.0207,HR 6386,32515,1216894
114/110,HR 2277 T11S,15364,1216932
114/150,HR 2277 T15S,17412,1216973
114/80,HR 46109,26627,1217014
114/90 D,HR 2277 T10S,30212,1217051
1140 02 04,HR 7737,36355,1217093
1142.0015,HR 7530,29955,1217132
1142.0025,HR 7561,31235,1217170
1142.0035,HR 7541,30979,1217208
1142.0045,HR 7532,31235,1217246
1142.0055,HR 7550,31491,1217284
1142.0065,HR 7520,30979,1217322
1142.0075,HR 7503,31491,1217360
1142.0085,HR 7079,33795,1217398
1142.0088,HR 7546,34307,1217436
1142.0089,HR 7546,34563,1217474
1142.0095,HR 7031,30979,1218597
1142.0105,HR 7537,31747,1218635
1142.0115,HR 7074,30979,1218673
1142.0145,HR 7549,33539,1218711
1142.0175,HR 7529,33795,1218749
1142.0185,HR 7527,33539,1218787
1142.0195,HR 7059,33795,1218825
1142.0205,HR 7566,32515,1218863
1142.0215,HR 7501,29955,1218901
1142.0225,HR 7519,32515,1218939
1142.0255,HR 7587,34563,1218977
1142.0265,HR 7571,33027,1219015
1142.0275,HR 7524,32771,1219053
1142.0295,HR 7567,35075,1219091
1142.0305,HR 7521,30467,1219129
1142.0345,HR 7568,34307,1219167
1142.0405,HR 7505,31235,1219205
1142.0415,HR 7172,31491,1219243
1142.0445,HR 7531,32003,1219281
